employee_id,age,gender,city,education,department,role,years_experience,hire_date,weekly_hours,overtime_hours,remote_days,monthly_salary_mad,performance_score,satisfaction_score,contract_type,promoted_last_2y
EMP0095,30,Homme,Casablanca,Licence,Finance,Controller,10,2014-07-24,46,3.2,4,15200,3.9,7.3,CDI,Non
EMP0251,26,Homme,Rabat,Bac,Finance,Accountant,3,2023-07-22,48,12.4,3,11650,4.1,6.2,CDI,Non
EMP0361,33,Homme,Tanger,Master,Sales,,6,2019-11-20,41,4.8,0,12950,3.7,5.4,CDD,Non
EMP0606,41,Femme,Casablanca,Licence,Finance,Financial Analyst,4,2021-03-15,43,13.5,2,13400,3.8,,CDD,Non
EMP0321,21,Homme,Casablanca,Master,Data,BI Analyst,1,2025-01-08,46,4.6,3,13000,2.3,7.5,CDD,Non
EMP0603,25,Homme,Casablanca,Master,Sales,Sales Analyst,5,2020-11-14,39,3.3,0,14100,3.9,6.7,CDD,Non
EMP0392,37,Homme,Tanger,Bac,Operations,Coordinator,1,2024-07-26,37,9.5,1,6800,3.5,6.1,CDD,Non
EMP0014,22,Femme,Casablanca,Master,Operations,Operations Analyst,2,2023-06-06,43,4.7,1,9000,2.0,8.1,CDI,Non
EMP0112,40,Homme,Marrakech,Licence,RH,Recruiter,12,2013-04-26,30,3.3,2,16900,3.5,,CDI,Non
EMP0302,35,Femme,Casablanca,Doctorat,Sales,Account Manager,14,2012-04-07,50,9.5,0,22400,3.5,7.6,CDI,Non
EMP0261,31,Homme,Rabat,Licence,RH,HR Analyst,9,2015-07-03,39,6.4,1,13150,2.5,7.0,CDI,Non
EMP0591,33,Femme,Marrakech,Bac+2,IT,System Engineer,11,2014-09-07,38,2.1,3,15500,3.1,,CDI,Non
EMP0140,43,Homme,Casablanca,,IT,System Engineer,6,2018-01-08,48,3.3,1,16950,3.7,6.4,CDD,Oui
EMP0554,37,Femme,Casablanca,Licence,Data,BI Analyst,1,2023-05-27,75,4.5,1,13050,2.6,7.6,Stage,Oui
EMP0564,27,Femme,Casablanca,Master,Sales,Account Manager,7,2017-08-08,46,2.5,1,15050,2.7,5.4,CDD,Non
EMP0417,26,Femme,Casablanca,Master,Operations,Technician,2,2022-03-16,46,3.2,2,9500,3.2,6.3,CDI,Non
EMP0513,39,Femme,Tanger,Bac+2,Sales,Sales Analyst,19,2006-12-18,40,2.2,1,16750,5.0,6.1,CDI,Non
EMP0630,30,Femme,Agadir,Master,Sales,Account Manager,6,2018-03-27,43,3.2,2,15600,3.7,7.8,CDI,Non
EMP0531,39,Femme,Marrakech,Master,Sales,Sales Analyst,17,2009-11-20,31,4.5,2,19750,3.4,6.7,CDI,Non
EMP0430,42,Homme,Marrakech,Master,Operations,Coordinator,1,2025-03-27,46,5.5,1,8500,3.7,7.6,CDI,Non
EMP0504,33,Homme,Fès,Bac+2,Data,Data Engineer,3,2022-06-03,36,2.1,2,16700,3.9,7.6,Stage,Non
EMP0570,36,Homme,Marrakech,Master,IT,Support Engineer,7,2017-07-20,57,1.4,0,17000,2.3,9.3,CDD,Non
EMP0422,35,Femme,Rabat,Bac+2,IT,Network Engineer,0,2026-05-24,47,13.7,5,14700,4.4,5.7,CDI,Non
EMP0237,32,Femme,Fès,Bac+2,Operations,Technician,6,2018-01-21,49,8.3,1,11400,4.3,6.6,CDD,Non
EMP0500,39,Femme,Fès,Bac+2,Operations,Technician,15,2010-05-10,48,3.0,2,14650,3.5,5.9,CDI,Non
EMP0609,32,Homme,Marrakech,Bac,Finance,Financial Analyst,6,2018-11-24,42,12.7,1,15550,4.2,7.4,Stage,Non
EMP0643,21,Femme,Agadir,Bac+2,Data,Data Analyst,1,2024-04-26,44,1.8,2,7800,3.1,5.2,CDI,Non
EMP0362,29,Femme,Tanger,Master,RH,HR Specialist,9,2016-05-21,43,8.8,3,12950,3.9,5.7,CDI,Non
EMP0358,48,Homme,Agadir ,Bac,IT,Support Engineer,28,2002-06-15,40,2.4,1,21200,3.4,4.7,CDI,Non
EMP0260,31,Homme,Tanger,Master,Finance,Financial Analyst,4,2020-04-05,46,1.7,1,15650,3.8,8.4,CDD,Non
EMP0357,35,Homme,Casablanca,Master,Sales,Sales Analyst,3,2022-06-25,44,8.4,1,18000,3.6,7.8,Stage,Non
